OMB Control No,Agency/Sub,Title,Request Type,Date Received,Concluded Date,Conclusion Action,Current Expiration Date,No. of ICs,No. of Forms,AdminYear,Web_ICR Ref. No.,Web_Request Type,Web_Date Received By OIRA,Web_Conclusion Date,Web_Conclusion Action,Request Year
0535-0265,USDA/NASS,Farm Technology Survey,New collection (Request for a new OMB Control Number),2/19/2019 0:00,4/17/2019 0:00,Approved without change,1/31/2022 0:00,2,2,2022,201902-0535-001,Discontinue,12/13/2021,1/10/2022,Approved,2021
0535-0267,USDA/NASS,Turfgrass Economic Survey,New collection (Request for a new OMB Control Number),3/15/2019 0:00,6/21/2019 0:00,Approved without change,1/31/2022 0:00,2,6,2022,201902-0535-005,Discontinue,12/13/2021,1/10/2022,Approved,2021
0560-0284,USDA/FSA,Biofuel Infrastructure Partnership (BIP) Grants to States,Revision of a currently approved collection,3/5/2019 0:00,4/22/2019 0:00,Approved without change,6/30/2022 0:00,1,0,2022,201809-0560-001,Discontinue,3/28/2022,6/13/2022,Approved,2022
0560-0293,USDA/FSA,Market Facilitation Program (Trade Mitigation Program),Extension without change of a currently approved collection,1/14/2020 0:00,2/19/2020 0:00,Approved without change,10/21/2022 0:00,1,7,2022,201909-0560-003,Discontinue,10/19/2022,10/21/2022,Approved,2022
0560-0294,USDA/FSA,Wildfires and Hurricanes Indemnity Program Pluses (WHIP+),Extension without change of a currently approved collection,3/19/2020 0:00,4/20/2020 0:00,Approved without change,12/14/2022 0:00,1,7,2022,201909-0560-002,Discontinue,12/1/2022,12/14/2022,Approved,2022
0560-0307,USDA/FSA,Emergency Livestock Relief Program (ELRP),New collection (Request for a new OMB Control Number),4/1/2022 0:00,4/1/2022 0:00,Approved without change,10/5/2022 0:00,1,2,2022,202203-0560-005,Discontinue,10/4/2022,10/5/2022,Approved,2022
0560-0308,USDA/FSA,Cotton and Wool Apparel (CAWA) Program,New collection (Request for a new OMB Control Number),4/28/2022 0:00,4/29/2022 0:00,Approved without change,10/5/2022 0:00,1,1,2022,202203-0560-004,Discontinue,10/4/2022,10/5/2022,Approved,2022
0570-0076,USDA/RBS,Biofuel Producer Program,New collection (Request for a new OMB Control Number),12/13/2021 0:00,12/13/2021 0:00,Approved without change,6/30/2022 0:00,1,1,2022,202107-0570-003,Discontinue,6/27/2022,6/27/2022,Approved,2022
0583-0163,USDA/FSIS,Accredited Laboratory Program Annual Contact Update Form,Extension without change of a currently approved collection,8/26/2019 0:00,9/24/2019 0:00,Approved without change,9/30/2022 0:00,1,1,2022,201908-0583-002,Discontinue,9/6/2022,9/8/2022,Approved,2022
0583-0177,USDA/FSIS,Consumer Research on the Safe Handling Instructions Label for Raw and Partially Cooked Meat and Poultry Products and Labeling Statements for Ready-to-Eat and Not-Ready-to-Eat Products,No material or nonsubstantive change to a currently approved collection,7/10/2019 0:00,7/10/2019 0:00,Approved without change,4/30/2022 0:00,2,0,2022,201907-0583-002,Discontinue,4/1/2022,4/7/2022,Approved,2022
0584-0604,USDA/FNS,Evaluation of Supplemental Nutrition Assistance Program (SNAP) Employment and Training Pilots.,Revision of a currently approved collection,2/25/2019 0:00,11/21/2019 0:00,Approved without change,11/30/2022 0:00,4,0,2022,201807-0584-002,Discontinue,11/15/2022,11/22/2022,Approved,2022
0584-0606,USDA/FNS,"FNS Generic Clearance For Pre-Testing, Pilot, And Field Test Studies",Extension without change of a currently approved collection,3/25/2019 0:00,6/10/2019 0:00,Approved without change,8/31/2022 0:00,2,0,2022,201903-0584-003,Discontinue,6/13/2022,8/7/2022,Approved,2022
0584-0609,USDA/FNS,WIC Participant and Program Characteristics Study 2020 and 2022,No material or nonsubstantive change to a currently approved collection,6/11/2020 0:00,11/6/2020 0:00,Approved without change,12/31/2022 0:00,1,0,2022,202401-0584-003,Reinstatement with change of a previously approved collection,3/28/2024,5/1/2024,Approved with change,2024
0584-0644,USDA/FNS,Evaluation of the Independent Review of Applications Process,New collection (Request for a new OMB Control Number),7/18/2018 0:00,2/8/2019 0:00,Approved without change,2/28/2022 0:00,2,0,2022,201805-0584-001,Discontinue,2/23/2022,2/24/2022,Approved,2022
0584-0645,USDA/FNS,Assessment of Mandatory SNAP E&T Programs,No material or nonsubstantive change to a currently approved collection,3/6/2019 0:00,6/5/2019 0:00,Approved with change,2/28/2022 0:00,5,0,2022,201903-0584-001,Discontinue,2/23/2022,2/24/2022,Approved,2022
0584-0648,USDA/FNS,School Nutrition and Meal Cost Study-II (SNMCS-II),New collection (Request for a new OMB Control Number),7/1/2019 0:00,9/23/2019 0:00,Approved with change,9/30/2022 0:00,6,0,2022,201906-0584-004,Discontinue,9/14/2022,9/21/2022,Approved,2022
0584-0650,USDA/FNS,Evaluation of Technology Modernization for SNAP Benefit Redemption through Online Transactions for the USDA Food and Nutrition Service,New collection (Request for a new OMB Control Number),6/26/2019 0:00,10/16/2019 0:00,Approved with change,9/30/2022 0:00,2,0,2022,201903-0584-002,Discontinue,9/2/2022,9/9/2022,Approved,2022
0584-0670,USDA/FNS,SFA Survey on School Food Supply Chain Disruption,New collection (Request for a new OMB Control Number),10/21/2021 0:00,10/27/2021 0:00,Approved with change,4/30/2022 0:00,2,0,2022,202110-0584-003,Discontinue,4/21/2022,4/27/2022,Approved,2022
0596-0250,USDA/FS,Grant or Agreement Award Face Sheet,New collection (Request for a new OMB Control Number),8/5/2021 0:00,9/23/2021 0:00,Approved with change,3/31/2022 0:00,1,1,2022,202107-0596-005,Discontinue,3/8/2022,3/8/2022,Approved,2022
0596-0251,USDA/FS,Wildland Fire Mitigation and Management Commission Nomination,New collection (Request for a new OMB Control Number),2/22/2022 0:00,2/23/2022 0:00,Approved without change,8/31/2022 0:00,2,2,2022,202202-0596-004,Discontinue,8/11/2022,8/11/2022,Approved,2022
0607-0930,DOC/CENSUS,2021 Government Units Survey,Reinstatement with change of a previously approved collection,5/20/2020 0:00,9/14/2020 0:00,Approved with change,12/31/2022 0:00,1,2,2022,202005-0607-003,Discontinue,10/12/2022,11/4/2022,Approved,2022
0607-1009,DOC/CENSUS,2020 Census Post-Enumeration Survey Independent Listing Operation,New collection (Request for a new OMB Control Number),4/9/2019 0:00,6/24/2019 0:00,Approved without change,6/30/2022 0:00,1,0,2022,201904-0607-001,Discontinue,5/26/2022,6/6/2022,Approved,2022
0607-1010,DOC/CENSUS,2020 Census Post-Enumeration Survey Initial and Final Housing Unit Follow-up Operations,No material or nonsubstantive change to a currently approved collection,11/17/2021 0:00,11/22/2021 0:00,Approved without change,8/31/2022 0:00,2,12,2022,202111-0607-005,Discontinue,7/22/2022,8/26/2022,Approved,2022
0607-1011,DOC/CENSUS,2020 Census Post-Enumeration Survey Person Interview and Person Followup,No material or nonsubstantive change to a currently approved collection,4/28/2021 0:00,5/10/2021 0:00,Approved with change,8/31/2022 0:00,2,4,2022,202104-0607-004,Discontinue,7/22/2022,8/26/2022,Approved,2022
0607-1014,DOC/CENSUS,Small Business Pulse Survey,Revision of a currently approved collection,12/21/2021 0:00,2/1/2022 0:00,Approved with change,8/31/2022 0:00,1,2,2022,202112-0607-003,Discontinue,8/24/2022,8/26/2022,Approved,2022
0607-1015,DOC/CENSUS,Adding supplemental questions to the Annual Business Survey (0607-1004) to capture a baseline of remote work options at businesses in 2019,Extension without change of a currently approved collection,9/10/2020 0:00,11/30/2020 0:00,Approved without change,7/31/2022 0:00,1,1,2022,202009-0607-001,Discontinue,6/29/2022,7/18/2022,Approved,2022
0607-1017,DOC/CENSUS,2020 Public Use Microdata Areas Program,No material or nonsubstantive change to a currently approved collection,9/24/2021 0:00,9/28/2021 0:00,Approved without change,8/31/2022 0:00,1,0,2022,202109-0607-009,Discontinue,7/22/2022,8/26/2022,Approved,2022
0607-1021,DOC/CENSUS,Addition of Title 13 U.S.C. Section 221 to the Citation of Mandatory Collection Authority for the Vehicle Inventory and Use Survey,New collection (Request for a new OMB Control Number),4/11/2022 0:00,4/13/2022 0:00,Approved with change,10/31/2022 0:00,1,2,2022,202204-0607-003,Discontinue,8/29/2022,9/9/2022,Approved,2022
0608-0049,DOC/EASA,Benchmark Survey of U.S. Direct Investment Abroad--2019,No material or nonsubstantive change to a currently approved collection,4/2/2020 0:00,4/3/2020 0:00,Approved without change,11/30/2022 0:00,1,5,2022,202404-0608-002,Reinstatement with change of a previously approved collection,7/23/2024,9/5/2024,Approved with change,2024
0608-0073,DOC/EASA,Benchmark Survey of Insurance Transactions by U.S. Insurance Companies with Foreign Persons,Reinstatement with change of a previously approved collection,6/17/2019 0:00,7/30/2019 0:00,Approved without change,7/31/2022 0:00,0,0,2022,202307-0608-001,Reinstatement with change of a previously approved collection,10/25/2023,12/28/2023,Approved without change,2023
0625-0266,DOC/ITA,Procedures for Considering Requests from the Public for Textile and Apparel Safeguard Actions on Imports from Oman,Extension without change of a currently approved collection,9/5/2019 0:00,10/1/2019 0:00,Approved without change,8/31/2022 0:00,2,0,2022,201906-0625-001,Discontinue,8/2/2022,8/4/2022,Approved,2022
0625-0269,DOC/ITA,Interim Procedures for Considering Requests and Comments from the Public under the Textile and Apparel Safeguard Provision of the U.S.Korea Free Trade Agreement,Extension without change of a currently approved collection,6/19/2019 0:00,6/26/2019 0:00,Approved without change,6/30/2022 0:00,2,0,2022,201906-0625-006,Discontinue,3/9/2022,3/14/2022,Approved,2022
0648-0228,DOC/NOAA,U.S. Fishermen Fishing in Russian Waters,Extension without change of a currently approved collection,10/30/2018 0:00,3/12/2019 0:00,Approved without change,4/1/2022 0:00,1,1,2022,201810-0648-010,Discontinue,3/15/2022,4/1/2022,Approved,2022
0648-0462,DOC/NOAA,Pacific Islands Region Coral Reef Ecosystems Logbook and Reporting,Extension without change of a currently approved collection,10/30/2018 0:00,3/12/2019 0:00,Approved without change,4/30/2022 0:00,3,2,2022,201810-0648-011,Discontinue,3/23/2022,4/26/2022,Approved,2022
0648-0577,DOC/NOAA,Non-commercial Permit and Reporting Requirements in the Main Hawaiian Islands Bottomfish Fishery,Extension without change of a currently approved collection,12/22/2020 0:00,4/20/2021 0:00,Approved with change,4/30/2022 0:00,3,2,2022,202012-0648-006,Discontinue,3/23/2022,4/26/2022,Approved,2022
0648-0700,DOC/NOAA,Gulf of Alaska Catcher Vessel & Processor Trawl (CVPT) Economic Data Report (EDR),Extension without change of a currently approved collection,11/12/2020 0:00,3/10/2021 0:00,Approved without change,12/31/2022 0:00,2,2,2022,202011-0648-003,Discontinue,11/1/2022,11/1/2022,Approved,2022
0648-0787,DOC/NOAA,Estimating the Economic Burden of Vibrio parahaemolyticus in Washington State Aquaculture,New collection (Request for a new OMB Control Number),10/30/2019 0:00,1/28/2020 0:00,Approved without change,10/5/2022 0:00,1,0,2022,201910-0648-011,Discontinue,9/12/2022,10/5/2022,Approved,2022
0648-0802,DOC/NOAA,"National Marine Fisheries Service, Office of Law Enforcement Cooperative Enforcement Program Partner Survey of Need (FY2022 Consolidated Appropriations Act Report)",New collection (Request for a new OMB Control Number),5/3/2022 0:00,5/9/2022 0:00,Approved without change,10/31/2022 0:00,1,1,2022,202204-0648-008,Discontinue,9/27/2022,10/5/2022,Approved,2022
0660-0043,DOC/NTIA,NTIA Voluntary Collection of Broadband Availability Data,New collection (Request for a new OMB Control Number),5/21/2019 0:00,7/10/2019 0:00,Approved without change,7/31/2022 0:00,1,1,2022,201905-0660-002,Discontinue,5/10/2022,6/13/2022,Approved,2022
0660-0044,DOC/NTIA,State and Local Implementation GrantProgram (SLIGP) Closeout Form,New collection (Request for a new OMB Control Number),8/27/2019 0:00,10/10/2019 0:00,Approved without change,10/31/2022 0:00,1,1,2022,201908-0660-001,Discontinue,7/29/2022,9/9/2022,Approved,2022
0693-0087,DOC/NIST,"NIST and National Construction Safety Team Investigative Study of the June 24, 2021 Champlain Towers South Condominium Collapse in Surfside, FL",New collection (Request for a new OMB Control Number),7/7/2021 0:00,7/7/2021 0:00,Approved without change,1/31/2022 0:00,1,0,2022,202107-0693-001,Discontinue,1/20/2022,1/25/2022,Approved,2022
0694-0128,DOC/BIS,Application for NATO International Competitive Bidding,Extension without change of a currently approved collection,1/7/2021 0:00,2/18/2021 0:00,Approved without change,2/28/2022 0:00,0,0,2022,202101-0694-001,Discontinue,2/14/2022,2/15/2022,Approved,2022
0694-0143,DOC/BIS,Risks in the Semiconductor Supply Chain,New collection (Request for a new OMB Control Number),9/10/2021 0:00,9/17/2021 0:00,Approved with change,3/31/2022 0:00,1,0,2022,202109-0694-001,Discontinue,3/14/2022,3/15/2022,Approved,2022
0701-0168,DOD/AF,The Underrepresentation of Women in Executive Leadership Survey,New collection (Request for a new OMB Control Number),3/18/2022 0:00,5/11/2022 0:00,Approved with change,11/30/2022 0:00,1,0,2022,202203-0701-001,Discontinue,8/5/2022,8/8/2022,Approved,2022
0701-0169,DOD/AF,Formative Research for Sexual Assault Leadership Training at USAF Academy,New collection (Request for a new OMB Control Number),5/13/2022 0:00,5/18/2022 0:00,Approved without change,11/30/2022 0:00,2,0,2022,202205-0701-001,Discontinue,11/21/2022,11/22/2022,Approved,2022
0702-0128,DOD/DOA,Army Sex Offender Information,Revision of a currently approved collection,2/6/2019 0:00,3/11/2019 0:00,Approved without change,4/1/2022 0:00,1,0,2022,201901-0702-001,Discontinue,3/31/2022,4/1/2022,Approved,2022
0702-0147,DOD/DOA,ArmyFit Family Global Assessment Tool (GAT),New collection (Request for a new OMB Control Number),6/27/2019 0:00,9/14/2019 0:00,Approved without change,9/30/2022 0:00,1,0,2022,201901-0702-003,Discontinue,9/21/2022,9/21/2022,Approved,2022
0702-0151,DOD/DOA,Inclusion Policy Practice Decoupling Phase II,New collection (Request for a new OMB Control Number),8/23/2021 0:00,10/12/2021 0:00,Approved with change,4/30/2022 0:00,1,0,2022,202108-0702-001,Discontinue,4/4/2022,4/4/2022,Approved,2022
0703-0065,DOD/NAVY,Risk Management Information (RMI) System,Revision of a currently approved collection,7/29/2019 0:00,9/14/2019 0:00,Approved without change,8/31/2022 0:00,1,1,2022,201907-0703-001,Discontinue,8/11/2022,8/15/2022,Approved,2022
0703-0077,DOD/NAVY,NAF Retail Point of Sale System (RPOS),New collection (Request for a new OMB Control Number),12/11/2019 0:00,1/23/2020 0:00,Approved without change,9/30/2022 0:00,7,0,2022,201912-0703-001,Discontinue,9/20/2022,9/21/2022,Approved,2022
0704-0188,DOD/DODDEP,ASSIST Database,Extension without change of a currently approved collection,10/25/2019 0:00,11/25/2019 0:00,Approved without change,9/30/2022 0:00,1,0,2022,201910-0704-006,Discontinue,9/27/2022,9/27/2022,Approved,2022
0704-0403,DOD/DODDEP,Customer Satisfaction Surveys - Generic Clearance,Extension without change of a currently approved collection,11/19/2019 0:00,1/23/2020 0:00,Approved without change,12/31/2022 0:00,7,0,2022,201911-0704-002,Discontinue,12/21/2022,12/23/2022,Approved,2022
0704-0434,DOD/DODDEP,DFARS; Radio Frequency Identification Advance Shipment Notices,Revision of a currently approved collection,9/25/2019 0:00,10/29/2019 0:00,Approved without change,10/31/2022 0:00,1,0,2022,201909-0704-005,Discontinue,10/25/2022,10/26/2022,Approved,2022
0704-0446,DOD/DODDEP,Defense Federal Acquisition Regulation Supplement: Evaluation Factor for Use of Members of the Armed Forces Selected Reserve,Extension without change of a currently approved collection,12/1/2020 0:00,1/26/2021 0:00,Approved without change,4/30/2022 0:00,1,0,2022,202009-0704-007,Discontinue,3/4/2022,3/25/2022,Approved,2022
0704-0537,DOD/DODDEP,Joint Services Support (JSS) System,Reinstatement with change of a previously approved collection,2/1/2019 0:00,3/4/2019 0:00,Approved without change,3/31/2022 0:00,1,0,2022,201901-0704-001,Discontinue,3/29/2022,3/29/2022,Approved,2022
0704-0612,DOD/DODDEP,Data Call for Former/Retired General/Flag Officers and SES,New collection (Request for a new OMB Control Number),7/19/2021 0:00,8/17/2021 0:00,Approved without change,1/31/2022 0:00,1,0,2022,202107-0704-004,Discontinue,11/4/2021,11/4/2021,Approved,2021
0704-0626,DOD/DODDEP,Study on Reducing Barriers to Minority Participation in Elite Units in the Armed Services,New collection (Request for a new OMB Control Number),1/10/2022 0:00,2/2/2022 0:00,Approved with change,8/31/2022 0:00,1,0,2022,202111-0704-009,Discontinue,6/15/2022,6/20/2022,Approved,2022
0704-0632,DOD/DODDEP,MC&FP Family Advocacy Program (FAP) Initial Entry Point Environmental Scan,New collection (Request for a new OMB Control Number),5/26/2022 0:00,6/9/2022 0:00,Approved without change,1/3/2023 0:00,1,0,2022,202205-0704-004,Discontinue,12/30/2022,1/3/2023,Approved,2022
